method,split,seed,episodes,success_rate,mean_edge_f1,mean_birth_f1,mean_death_f1,mean_graph_edit,mean_component_accuracy,mean_jam_f1,mean_safety_violation_rate,mean_chain_contact_rate,mean_pocket_contact_rate,mean_fixture_contact_rate,mean_wall_contact_rate,mean_final_progress,mean_final_y_error,mean_energy
distance_threshold_graph,pocket_relocation,4,6,0.00000,0.96748,0.93750,1.00000,0.00868,0.94444,0.00000,0.00000,0.95833,0.89930,0.00000,0.00000,0.81239,0.10331,10.91121
distance_threshold_graph,pocket_relocation,5,6,0.33333,0.92116,0.87940,0.98611,0.01884,0.88055,0.00000,0.00000,0.78264,0.70139,0.00347,0.00347,0.67830,0.10778,26.21068
distance_threshold_graph,pocket_relocation,6,6,0.16667,0.95972,0.93264,1.00000,0.01016,0.94653,0.00000,0.00000,0.94861,0.87152,0.00000,0.00000,0.81491,0.09086,11.37833
distance_threshold_graph,pocket_relocation,7,6,0.16667,0.97537,0.94722,1.00000,0.00660,0.94722,0.00000,0.00000,0.94861,0.87153,0.00000,0.00000,0.81818,0.11003,11.43012
ensemble_uncertainty_planner,actuator_limit_chain,0,6,0.00000,0.72164,0.80903,0.36921,0.10894,0.27431,1.00000,0.76389,0.00000,0.00000,0.76736,0.00347,0.11184,0.07611,15.59081
ensemble_uncertainty_planner,actuator_limit_chain,1,6,0.00000,0.68600,0.58218,0.50579,0.12153,0.13542,1.00000,0.76389,0.00347,0.00347,0.73958,0.00347,0.17743,0.05039,13.25827
ensemble_uncertainty_planner,actuator_limit_chain,2,6,0.00000,0.73090,0.75694,0.47222,0.10416,0.28819,1.00000,0.75694,0.00694,0.00347,0.72569,0.00694,0.34211,0.09386,14.47382
ensemble_uncertainty_planner,actuator_limit_chain,3,6,0.00000,0.68738,0.87847,0.22627,0.12109,0.14930,0.83333,0.79514,0.00694,0.00347,0.87153,0.01042,0.39815,0.15290,11.29887
ensemble_uncertainty_planner,actuator_limit_chain,4,6,0.00000,0.62604,0.77431,0.38125,0.11328,0.18403,0.83333,0.66319,0.01042,0.00694,0.69444,0.01736,0.64383,0.14114,15.97697
ensemble_uncertainty_planner,actuator_limit_chain,5,6,0.00000,0.57650,0.71991,0.21528,0.16493,0.14583,0.83333,0.66667,0.01042,0.16319,0.73958,0.00694,0.44593,0.05396,10.36191
ensemble_uncertainty_planner,actuator_limit_chain,6,6,0.00000,0.67581,0.89467,0.16320,0.12804,0.14930,1.00000,0.80903,0.01042,0.00694,0.90972,0.01042,0.45229,0.14307,10.66184
ensemble_uncertainty_planner,actuator_limit_chain,7,6,0.00000,0.68310,0.70486,0.53761,0.10720,0.34028,1.00000,0.79514,0.01389,0.00694,0.63889,0.01042,0.14879,0.17103,22.29035
ensemble_uncertainty_planner,combined_extreme_stress,0,6,0.00000,0.82523,0.65625,0.96296,0.05208,0.65972,0.83333,0.25694,0.00000,0.00000,0.14583,0.00000,0.12102,0.06090,43.47488
ensemble_uncertainty_planner,combined_extreme_stress,1,6,0.00000,0.80347,0.71574,0.93981,0.05425,0.70486,0.66667,0.14931,0.02083,0.00000,0.09722,0.01736,0.22550,0.06913,36.21652
ensemble_uncertainty_planner,combined_extreme_stress,2,6,0.00000,0.52373,0.46759,0.95370,0.09983,0.47222,0.66667,0.00000,0.00000,0.00000,0.03472,0.02778,0.00000,0.07061,79.82702
ensemble_uncertainty_planner,combined_extreme_stress,3,6,0.00000,0.77280,0.69792,0.94838,0.05078,0.69444,0.83333,0.07292,0.01389,0.00694,0.08333,0.01389,0.33322,0.12474,36.34285
ensemble_uncertainty_planner,combined_extreme_stress,4,6,0.00000,0.82315,0.69931,0.95532,0.05078,0.67014,0.83333,0.18403,0.01389,0.00000,0.11459,0.02083,0.26375,0.13687,44.45888
ensemble_uncertainty_planner,combined_extreme_stress,5,6,0.00000,0.79560,0.74074,0.96921,0.04080,0.70833,1.00000,0.00000,0.01389,0.00000,0.04167,0.02430,0.32459,0.21381,36.35231
ensemble_uncertainty_planner,combined_extreme_stress,6,6,0.00000,0.81898,0.71528,0.90856,0.05382,0.73264,0.83333,0.20139,0.00347,0.00000,0.12500,0.00694,0.08388,0.05627,37.84885
ensemble_uncertainty_planner,combined_extreme_stress,7,6,0.00000,0.92708,0.87384,0.93750,0.02821,0.81250,0.66667,0.09028,0.00347,0.00000,0.10417,0.00347,0.04559,0.04175,24.19658
ensemble_uncertainty_planner,combined_stress,0,6,0.33333,0.65787,0.78912,0.35222,0.15000,0.21180,0.66667,0.52778,0.30208,0.27431,0.52431,0.01042,0.55379,0.07351,13.64963
ensemble_uncertainty_planner,combined_stress,1,6,0.00000,0.87905,0.81481,0.85000,0.04774,0.68056,1.00000,0.31944,0.01042,0.01389,0.26389,0.02083,0.47577,0.21099,18.54716
ensemble_uncertainty_planner,combined_stress,2,6,0.00000,0.72824,0.78472,0.54051,0.12674,0.44444,0.66667,0.36806,0.32639,0.30208,0.29514,0.00347,0.54098,0.10842,17.28166
ensemble_uncertainty_planner,combined_stress,3,6,0.00000,0.69248,0.71412,0.56076,0.13585,0.28819,0.50000,0.36458,0.32292,0.30556,0.31944,0.00694,0.62005,0.06853,14.35468
ensemble_uncertainty_planner,combined_stress,4,6,0.00000,0.81539,0.59838,0.84028,0.07465,0.59375,1.00000,0.61458,0.00694,0.00694,0.44792,0.01389,0.54389,0.16453,23.59075
ensemble_uncertainty_planner,combined_stress,5,6,0.16667,0.68389,0.66771,0.67743,0.11467,0.34444,0.66667,0.36111,0.21319,0.19444,0.28819,0.01042,0.71513,0.15033,16.82664
ensemble_uncertainty_planner,combined_stress,6,6,0.00000,0.80660,0.81713,0.71354,0.08420,0.53125,0.83333,0.30556,0.17708,0.15972,0.26736,0.01042,0.71084,0.11582,17.18146
ensemble_uncertainty_planner,combined_stress,7,6,0.00000,0.59109,0.60764,0.40336,0.16276,0.37500,0.66667,0.52431,0.23264,0.22222,0.48958,0.00347,0.38688,0.05887,18.93409
ensemble_uncertainty_planner,contact_chain_transfer,0,6,0.00000,0.89363,0.90625,0.84896,0.04991,0.76042,0.83333,0.00000,0.15972,0.14930,0.00000,0.01389,0.42733,0.11655,11.56237
ensemble_uncertainty_planner,contact_chain_transfer,1,6,0.00000,0.89734,0.91319,0.85301,0.04905,0.77431,0.83333,0.00000,0.15972,0.14930,0.00000,0.00000,0.13666,0.02540,11.92313
ensemble_uncertainty_planner,contact_chain_transfer,2,6,0.00000,0.89410,0.90972,0.84201,0.04948,0.77083,0.83333,0.00000,0.15972,0.14930,0.00000,0.01042,0.35317,0.08770,10.40040
ensemble_uncertainty_planner,contact_chain_transfer,3,6,0.00000,0.75023,0.92361,0.54283,0.12283,0.48264,0.50000,0.00000,0.47917,0.44792,0.00000,0.00694,0.59935,0.08901,11.17211
ensemble_uncertainty_planner,contact_chain_transfer,4,6,0.00000,0.96759,0.91204,0.99306,0.01215,0.90278,1.00000,0.00000,0.00000,0.00000,0.00000,0.01389,0.28294,0.13881,11.36015
ensemble_uncertainty_planner,contact_chain_transfer,5,6,0.00000,0.76840,0.92766,0.56076,0.11545,0.48958,0.50000,0.00000,0.47917,0.45139,0.00000,0.00694,0.60689,0.07876,11.17431
ensemble_uncertainty_planner,contact_chain_transfer,6,6,0.16667,0.90887,0.91273,0.87292,0.04314,0.79861,0.66667,0.00000,0.16042,0.12500,0.00000,0.00347,0.30684,0.05156,11.41583
ensemble_uncertainty_planner,contact_chain_transfer,7,6,0.16667,0.76407,0.92292,0.57674,0.11728,0.51111,0.50000,0.00000,0.46944,0.42361,0.00000,0.00347,0.50329,0.05167,10.58311
ensemble_uncertainty_planner,contact_sensor_noise_burst,0,6,0.33333,0.60607,0.84398,0.34352,0.18932,0.24097,0.16667,0.00000,0.74583,0.66319,0.00000,0.00347,0.78974,0.04283,13.81246
ensemble_uncertainty_planner,contact_sensor_noise_burst,1,6,0.00000,0.62593,0.91320,0.27662,0.18967,0.22222,0.16667,0.00000,0.80208,0.74652,0.00347,0.00347,0.79264,0.06096,11.19677
ensemble_uncertainty_planner,contact_sensor_noise_burst,2,6,0.16667,0.74299,0.87500,0.54861,0.12613,0.45000,0.50000,0.09375,0.47292,0.42361,0.07986,0.01042,0.74312,0.14495,14.62083
ensemble_uncertainty_planner,contact_sensor_noise_burst,3,6,0.33333,0.61671,0.86482,0.34977,0.19045,0.22917,0.16667,0.00000,0.76250,0.69792,0.00000,0.00694,0.77915,0.04950,11.06297
ensemble_uncertainty_planner,contact_sensor_noise_burst,4,6,0.33333,0.59164,0.79259,0.41331,0.16632,0.25764,0.16667,0.13542,0.52917,0.45139,0.15972,0.00347,0.71518,0.05201,10.93294
ensemble_uncertainty_planner,contact_sensor_noise_burst,5,6,0.16667,0.61452,0.89120,0.32083,0.19384,0.23333,0.16667,0.00000,0.78889,0.72222,0.00347,0.00347,0.78621,0.06051,10.26357
ensemble_uncertainty_planner,contact_sensor_noise_burst,6,6,0.16667,0.68491,0.88056,0.42500,0.15695,0.37014,0.33333,0.00000,0.64305,0.57291,0.00347,0.00694,0.76021,0.08819,11.10144
ensemble_uncertainty_planner,contact_sensor_noise_burst,7,6,0.33333,0.69773,0.89410,0.48403,0.15226,0.38820,0.33333,0.00000,0.61944,0.54861,0.00000,0.00694,0.76173,0.08998,12.14038
ensemble_uncertainty_planner,delayed_topology_transition,0,6,0.00000,0.57245,0.77546,0.24942,0.13498,0.14583,0.50000,0.67708,0.00000,0.00000,0.79861,0.00347,0.11302,0.04936,8.41606
ensemble_uncertainty_planner,delayed_topology_transition,1,6,0.00000,0.65995,0.92072,0.12674,0.13195,0.12153,0.83333,0.81250,0.00000,0.00000,0.93750,0.00347,0.11954,0.10001,7.62518
ensemble_uncertainty_planner,delayed_topology_transition,2,6,0.00000,0.57998,0.79804,0.25486,0.13715,0.11806,0.66667,0.81597,0.04167,0.00347,0.82986,0.00347,0.26236,0.11589,9.18279
ensemble_uncertainty_planner,delayed_topology_transition,3,6,0.00000,0.65220,0.84259,0.14062,0.14062,0.15972,0.66667,0.80903,0.01042,0.01042,0.93403,0.00000,0.00000,0.09202,7.88465
ensemble_uncertainty_planner,delayed_topology_transition,4,6,0.00000,0.50718,0.68866,0.37500,0.12934,0.13889,0.66667,0.54167,0.00000,0.00000,0.65625,0.00694,0.18317,0.10205,22.48876
ensemble_uncertainty_planner,delayed_topology_transition,5,6,0.00000,0.62245,0.84317,0.24711,0.13281,0.22570,0.83333,0.81250,0.00000,0.00000,0.80903,0.00347,0.04142,0.03222,8.87818
ensemble_uncertainty_planner,delayed_topology_transition,6,6,0.00000,0.66609,0.92477,0.11979,0.12934,0.11806,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.02608,7.63272
ensemble_uncertainty_planner,delayed_topology_transition,7,6,0.00000,0.53715,0.72859,0.29051,0.14583,0.17708,0.50000,0.81250,0.00000,0.00000,0.77778,0.01042,0.30360,0.10389,10.75480
ensemble_uncertainty_planner,distractor_contact,0,6,0.00000,0.82176,0.76968,0.97627,0.03819,0.77083,0.50000,0.00000,0.01736,0.00347,0.02431,0.00694,0.16128,0.16812,25.83908
ensemble_uncertainty_planner,distractor_contact,1,6,0.16667,0.72245,0.81678,0.67359,0.10877,0.50417,0.16667,0.00000,0.38958,0.34375,0.01042,0.00000,0.42335,0.17324,19.69866
ensemble_uncertainty_planner,distractor_contact,2,6,0.33333,0.70675,0.89449,0.45935,0.14806,0.40513,0.33333,0.00000,0.61047,0.55823,0.00000,0.00000,0.55010,0.06521,10.77609
ensemble_uncertainty_planner,distractor_contact,3,6,0.33333,0.51365,0.68505,0.53132,0.16473,0.26221,0.00000,0.00000,0.51778,0.46598,0.01799,0.00347,0.51576,0.16280,11.56895
ensemble_uncertainty_planner,distractor_contact,4,6,0.33333,0.67991,0.90952,0.40637,0.15599,0.36072,0.16667,0.00000,0.61220,0.56647,0.00694,0.00000,0.56506,0.05909,10.93815
ensemble_uncertainty_planner,distractor_contact,5,6,0.00000,0.85000,0.83218,0.92697,0.04080,0.77083,0.50000,0.00000,0.07639,0.06597,0.00694,0.00000,0.13816,0.06984,12.46731
ensemble_uncertainty_planner,distractor_contact,6,6,0.00000,0.96343,0.91887,0.99016,0.01476,0.90972,0.50000,0.00000,0.00347,0.00000,0.01736,0.00000,0.04880,0.17435,11.48703
ensemble_uncertainty_planner,distractor_contact,7,6,0.16667,0.68787,0.70359,0.83171,0.08455,0.59028,0.33333,0.00000,0.18958,0.13194,0.01042,0.00000,0.30141,0.10204,40.56924
ensemble_uncertainty_planner,fixture_near_wall_jam,0,6,0.00000,0.91204,0.85417,0.99306,0.01910,0.84722,1.00000,0.00000,0.00000,0.00000,0.00000,0.00694,0.00000,0.02704,25.66434
ensemble_uncertainty_planner,fixture_near_wall_jam,1,6,0.00000,0.87963,0.82986,0.98264,0.02474,0.81598,1.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00000,0.03449,40.47780
ensemble_uncertainty_planner,fixture_near_wall_jam,2,6,0.00000,0.88773,0.83681,0.98843,0.02431,0.82639,1.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00000,0.03122,25.53205
ensemble_uncertainty_planner,fixture_near_wall_jam,3,6,0.00000,0.73727,0.69560,0.96412,0.04818,0.66319,1.00000,0.00000,0.00000,0.00000,0.00000,0.02083,0.00000,0.03167,70.24836
ensemble_uncertainty_planner,fixture_near_wall_jam,4,6,0.00000,0.72222,0.68056,0.96412,0.04731,0.63889,1.00000,0.00000,0.00000,0.00000,0.00000,0.01389,0.00000,0.03919,70.63456
ensemble_uncertainty_planner,fixture_near_wall_jam,5,6,0.00000,0.86458,0.81250,0.98264,0.02691,0.79861,1.00000,0.00000,0.00000,0.00000,0.00000,0.01042,0.04393,0.02571,41.31650
ensemble_uncertainty_planner,fixture_near_wall_jam,6,6,0.00000,0.73727,0.68287,0.96875,0.04514,0.66319,1.00000,0.00000,0.00000,0.00000,0.00000,0.02083,0.00000,0.03748,55.96596
ensemble_uncertainty_planner,fixture_near_wall_jam,7,6,0.00000,0.91666,0.86806,0.98611,0.01823,0.85417,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04117,26.28465
ensemble_uncertainty_planner,fixture_topology_shift,0,6,0.00000,0.84537,0.55440,0.98727,0.05816,0.53472,1.00000,0.35417,0.00694,0.00000,0.23264,0.00000,0.09403,0.08822,31.19816
ensemble_uncertainty_planner,fixture_topology_shift,1,6,0.00000,0.79202,0.61227,0.73843,0.08594,0.54167,0.83333,0.56597,0.00694,0.00347,0.44792,0.00347,0.09821,0.07765,30.41237
ensemble_uncertainty_planner,fixture_topology_shift,2,6,0.00000,0.84201,0.70717,0.91319,0.05035,0.62847,1.00000,0.29514,0.00000,0.00000,0.20139,0.00694,0.09742,0.06087,22.27185
ensemble_uncertainty_planner,fixture_topology_shift,3,6,0.16667,0.84468,0.82847,0.76991,0.06693,0.64514,0.83333,0.22222,0.15000,0.12500,0.15972,0.00694,0.33184,0.11101,18.07843
ensemble_uncertainty_planner,fixture_topology_shift,4,6,0.00000,0.77280,0.50521,0.70139,0.10330,0.73958,0.66667,0.44444,0.00347,0.00347,0.39931,0.00000,0.06833,0.02242,33.37718
ensemble_uncertainty_planner,fixture_topology_shift,5,6,0.00000,0.87500,0.66666,0.96181,0.04731,0.63542,1.00000,0.25347,0.00000,0.00000,0.15972,0.00000,0.00000,0.01857,33.56462
ensemble_uncertainty_planner,fixture_topology_shift,6,6,0.00000,0.90509,0.75000,0.96181,0.03689,0.74653,1.00000,0.16667,0.00347,0.00000,0.10417,0.00347,0.08952,0.03571,24.17935
ensemble_uncertainty_planner,fixture_topology_shift,7,6,0.00000,0.80324,0.56481,0.77546,0.08637,0.70833,0.83333,0.43750,0.00000,0.00000,0.34028,0.00000,0.00000,0.01462,34.81362
ensemble_uncertainty_planner,friction_mass_shift,0,6,0.16667,0.68143,0.76363,0.58193,0.15152,0.62184,0.50000,0.00000,0.34533,0.42740,0.00000,0.01042,0.65654,0.07536,12.07268
ensemble_uncertainty_planner,friction_mass_shift,1,6,0.16667,0.76475,0.78947,0.82431,0.07361,0.64444,0.33333,0.00000,0.20764,0.16528,0.00000,0.01042,0.64422,0.12828,11.58818
ensemble_uncertainty_planner,friction_mass_shift,2,6,0.16667,0.73831,0.85521,0.60741,0.11901,0.50555,0.50000,0.00000,0.43472,0.39931,0.00000,0.01389,0.79611,0.10734,11.73175
ensemble_uncertainty_planner,friction_mass_shift,3,6,0.16667,0.67727,0.81007,0.60000,0.12917,0.45347,0.50000,0.00000,0.44861,0.40278,0.00000,0.00347,0.52710,0.06002,12.19397
ensemble_uncertainty_planner,friction_mass_shift,4,6,0.00000,0.74051,0.88310,0.56539,0.12153,0.50694,0.50000,0.00000,0.44792,0.43055,0.00000,0.00694,0.67406,0.12445,13.42811
ensemble_uncertainty_planner,friction_mass_shift,5,6,0.33333,0.66414,0.81944,0.55313,0.14028,0.40486,0.33333,0.00000,0.53611,0.47569,0.00000,0.00347,0.67611,0.07945,10.81269
ensemble_uncertainty_planner,friction_mass_shift,6,6,0.33333,0.70567,0.78137,0.68797,0.10929,0.50694,0.50000,0.00000,0.37708,0.32292,0.00000,0.00694,0.81718,0.15795,10.85269
ensemble_uncertainty_planner,friction_mass_shift,7,6,0.66667,0.69058,0.83681,0.50306,0.14995,0.47042,0.33333,0.00000,0.58167,0.50167,0.00000,0.00347,0.67161,0.06720,11.59520
ensemble_uncertainty_planner,nominal_push_to_pocket,0,6,0.16667,0.63998,0.90486,0.16204,0.18984,0.09792,0.00000,0.00000,0.94861,0.87152,0.00000,0.00000,0.81369,0.05011,10.22750
ensemble_uncertainty_planner,nominal_push_to_pocket,1,6,0.16667,0.60562,0.82974,0.41088,0.15833,0.26944,0.16667,0.00000,0.63264,0.57291,0.00347,0.01042,0.68991,0.07991,25.57474
ensemble_uncertainty_planner,nominal_push_to_pocket,2,6,0.33333,0.63769,0.90868,0.17442,0.19002,0.11736,0.00000,0.00000,0.93889,0.84722,0.00000,0.00000,0.81383,0.04605,9.81036
ensemble_uncertainty_planner,nominal_push_to_pocket,3,6,0.33333,0.50194,0.63044,0.57951,0.14583,0.23958,0.00000,0.00000,0.50833,0.41667,0.00000,0.00000,0.49909,0.02715,26.89012
ensemble_uncertainty_planner,nominal_push_to_pocket,4,6,0.33333,0.54081,0.80370,0.27489,0.19592,0.11944,0.00000,0.00000,0.81736,0.72917,0.00000,0.00347,0.80642,0.00793,22.85563
ensemble_uncertainty_planner,nominal_push_to_pocket,5,6,0.33333,0.64419,0.92083,0.19190,0.18759,0.11389,0.00000,0.00000,0.93889,0.84722,0.00000,0.00000,0.81736,0.04192,10.21677
ensemble_uncertainty_planner,nominal_push_to_pocket,6,6,0.33333,0.58589,0.92464,0.16858,0.21082,0.09978,0.00000,0.00000,0.95107,0.85043,0.00000,0.00000,0.81705,0.01861,10.04804
ensemble_uncertainty_planner,nominal_push_to_pocket,7,6,0.00000,0.61134,0.94560,0.12674,0.20139,0.09028,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.81111,0.04381,9.85964
ensemble_uncertainty_planner,pocket_relocation,0,6,0.16667,0.66898,0.71991,0.69074,0.11927,0.58680,0.16667,0.13542,0.26805,0.15486,0.15625,0.00347,0.22724,0.22218,11.88643
ensemble_uncertainty_planner,pocket_relocation,1,6,0.16667,0.49338,0.55243,0.64711,0.14149,0.30903,0.16667,0.00000,0.34097,0.34930,0.01042,0.00694,0.50940,0.23925,14.38907
ensemble_uncertainty_planner,pocket_relocation,2,6,0.16667,0.56539,0.63247,0.41496,0.15413,0.22026,0.01042,0.13889,0.54287,0.43916,0.15972,0.00725,0.52859,0.09751,10.73681
ensemble_uncertainty_planner,pocket_relocation,3,6,0.00000,0.73368,0.76157,0.68345,0.08203,0.46875,0.00000,0.00000,0.38542,0.32292,0.00000,0.01042,0.27468,0.22579,12.59563
ensemble_uncertainty_planner,pocket_relocation,4,6,0.16667,0.55234,0.63831,0.56910,0.15347,0.39653,0.00000,0.00000,0.37917,0.44097,0.00347,0.00347,0.46877,0.21440,13.01615
ensemble_uncertainty_planner,pocket_relocation,5,6,0.00000,0.52292,0.64005,0.51736,0.17058,0.39931,0.16667,0.00000,0.36805,0.47569,0.00000,0.01736,0.49627,0.20936,13.41795
ensemble_uncertainty_planner,pocket_relocation,6,6,0.00000,0.54630,0.58009,0.57176,0.14410,0.36111,0.00000,0.00000,0.34722,0.43750,0.00000,0.01389,0.39286,0.20720,14.13152
ensemble_uncertainty_planner,pocket_relocation,7,6,0.16667,0.45720,0.46968,0.69930,0.16085,0.46528,0.16667,0.00000,0.13819,0.30208,0.00000,0.02222,0.42667,0.25072,29.10609
hist_gradient_topology_planner,actuator_limit_chain,0,6,0.00000,0.74190,0.87500,0.36690,0.09679,0.22569,1.00000,0.76389,0.00000,0.00000,0.77083,0.00347,0.11371,0.04275,15.66691
hist_gradient_topology_planner,actuator_limit_chain,1,6,0.00000,0.75058,0.77662,0.49537,0.09419,0.25694,1.00000,0.76389,0.00694,0.00347,0.73958,0.00347,0.21181,0.05187,13.39559
hist_gradient_topology_planner,actuator_limit_chain,2,6,0.00000,0.78958,0.86806,0.47153,0.08550,0.31597,0.83333,0.52083,0.15625,0.14930,0.51736,0.00347,0.35464,0.12157,11.42980
hist_gradient_topology_planner,actuator_limit_chain,3,6,0.00000,0.70486,0.92014,0.24120,0.11198,0.12847,1.00000,0.79514,0.00694,0.00694,0.86806,0.01042,0.40657,0.12670,10.58916
hist_gradient_topology_planner,actuator_limit_chain,4,6,0.00000,0.75463,0.90278,0.40046,0.09202,0.29167,1.00000,0.66319,0.01042,0.01042,0.69444,0.01389,0.64519,0.16435,14.83597
hist_gradient_topology_planner,actuator_limit_chain,5,6,0.00000,0.58623,0.89583,0.20197,0.13672,0.09722,1.00000,0.67014,0.02083,0.15972,0.73958,0.00694,0.44329,0.05107,10.46984
hist_gradient_topology_planner,actuator_limit_chain,6,6,0.00000,0.68924,0.92014,0.17986,0.11806,0.07986,1.00000,0.80556,0.01042,0.00694,0.91319,0.01389,0.44679,0.12446,10.74204
hist_gradient_topology_planner,actuator_limit_chain,7,6,0.00000,0.70023,0.90278,0.23426,0.11372,0.11111,1.00000,0.80556,0.01042,0.00694,0.88542,0.00347,0.07271,0.08330,13.46875
hist_gradient_topology_planner,combined_extreme_stress,0,6,0.00000,0.92940,0.81829,0.97917,0.02648,0.78819,1.00000,0.32986,0.00000,0.00000,0.20139,0.00347,0.12141,0.03853,35.10793
hist_gradient_topology_planner,combined_extreme_stress,1,6,0.00000,0.93635,0.87500,0.98033,0.01866,0.85069,1.00000,0.20486,0.00000,0.00000,0.12847,0.00000,0.00000,0.02835,40.30615
hist_gradient_topology_planner,combined_extreme_stress,2,6,0.00000,0.80093,0.79514,0.96065,0.03125,0.76389,1.00000,0.07292,0.00000,0.00000,0.05903,0.01389,0.00000,0.06811,46.60954
hist_gradient_topology_planner,combined_extreme_stress,3,6,0.00000,0.93102,0.90278,0.85231,0.03342,0.73958,0.83333,0.16667,0.15278,0.15625,0.09375,0.00694,0.22588,0.04467,24.42074
hist_gradient_topology_planner,combined_extreme_stress,4,6,0.00000,0.92708,0.82639,0.95486,0.02734,0.78125,1.00000,0.35764,0.00347,0.00000,0.21181,0.00347,0.11093,0.02908,38.43528
hist_gradient_topology_planner,combined_extreme_stress,5,6,0.00000,0.94213,0.83565,0.99815,0.02214,0.82986,1.00000,0.26389,0.00694,0.00000,0.15972,0.01389,0.11178,0.14285,30.08113
hist_gradient_topology_planner,combined_extreme_stress,6,6,0.00000,0.96701,0.91551,0.99190,0.01259,0.90278,1.00000,0.13194,0.00347,0.00000,0.08333,0.00347,0.08471,0.05680,24.53856
hist_gradient_topology_planner,combined_extreme_stress,7,6,0.00000,0.90509,0.93056,0.80093,0.03559,0.71528,1.00000,0.28819,0.00000,0.00000,0.28472,0.00000,0.00000,0.01007,23.89011
hist_gradient_topology_planner,combined_stress,0,6,0.33333,0.81058,0.83611,0.48171,0.09175,0.28472,0.50000,0.26042,0.44653,0.40278,0.25000,0.01389,0.67515,0.10085,13.11659
hist_gradient_topology_planner,combined_stress,1,6,0.16667,0.89229,0.87778,0.77199,0.04696,0.63611,0.83333,0.24306,0.13333,0.12847,0.21319,0.01736,0.40197,0.13063,14.73905
hist_gradient_topology_planner,combined_stress,2,6,0.00000,0.75208,0.89583,0.46412,0.11936,0.35069,0.50000,0.23264,0.47569,0.44792,0.17361,0.00347,0.62147,0.06985,16.67966
hist_gradient_topology_planner,combined_stress,3,6,0.00000,0.77778,0.80787,0.56875,0.10069,0.34722,0.66667,0.36458,0.32292,0.30903,0.31597,0.00694,0.60555,0.07745,14.24411
hist_gradient_topology_planner,combined_stress,4,6,0.00000,0.85185,0.68981,0.87732,0.05556,0.55556,1.00000,0.56944,0.00694,0.00000,0.41667,0.01389,0.38471,0.09639,22.22786
hist_gradient_topology_planner,combined_stress,5,6,0.16667,0.78107,0.78148,0.59028,0.09861,0.38264,0.66667,0.36111,0.30139,0.27778,0.31597,0.01042,0.62368,0.08462,16.28600
hist_gradient_topology_planner,combined_stress,6,6,0.00000,0.78009,0.89931,0.50231,0.10894,0.41667,0.50000,0.12153,0.47222,0.44792,0.10417,0.01042,0.77325,0.09056,13.45206
hist_gradient_topology_planner,combined_stress,7,6,0.00000,0.82465,0.90972,0.47685,0.08116,0.36111,0.66667,0.36111,0.31597,0.30208,0.32292,0.00694,0.50911,0.09891,16.60457
hist_gradient_topology_planner,contact_chain_transfer,0,6,0.00000,0.91840,0.97570,0.84375,0.03993,0.82986,0.83333,0.00000,0.15972,0.14930,0.00000,0.01042,0.42662,0.13210,11.53257
hist_gradient_topology_planner,contact_chain_transfer,1,6,0.00000,0.92188,0.98958,0.84375,0.03863,0.84028,0.83333,0.00000,0.15972,0.14930,0.00000,0.00000,0.13666,0.02212,12.15780
hist_gradient_topology_planner,contact_chain_transfer,2,6,0.00000,0.91840,0.98611,0.84028,0.03993,0.82986,0.83333,0.00000,0.15972,0.14930,0.00000,0.01042,0.35205,0.10229,10.70845
hist_gradient_topology_planner,contact_chain_transfer,3,6,0.00000,0.88854,0.97801,0.69965,0.05859,0.68056,0.66667,0.00000,0.31944,0.29861,0.00000,0.00694,0.46345,0.08172,11.59455
hist_gradient_topology_planner,contact_chain_transfer,4,6,0.00000,0.98958,0.98958,0.99306,0.00217,0.98264,1.00000,0.00000,0.00000,0.00000,0.00000,0.01042,0.18554,0.07639,21.72230
hist_gradient_topology_planner,contact_chain_transfer,5,6,0.00000,0.80868,0.96528,0.54630,0.09809,0.51736,0.50000,0.00000,0.47917,0.45139,0.00000,0.01042,0.60708,0.07428,11.77922
hist_gradient_topology_planner,contact_chain_transfer,6,6,0.16667,0.84989,0.97292,0.71447,0.07344,0.68681,0.66667,0.00000,0.30972,0.27431,0.00000,0.00347,0.37950,0.06288,11.47036
hist_gradient_topology_planner,contact_chain_transfer,7,6,0.16667,0.77176,0.95764,0.55521,0.11206,0.52709,0.50000,0.00000,0.46944,0.42361,0.00000,0.00347,0.50329,0.05208,11.27551
hist_gradient_topology_planner,contact_sensor_noise_burst,0,6,0.33333,0.70671,0.90695,0.36007,0.15017,0.22222,0.16667,0.00000,0.79097,0.69792,0.00000,0.00347,0.79541,0.04149,12.02741
hist_gradient_topology_planner,contact_sensor_noise_burst,1,6,0.00000,0.70243,0.92708,0.27952,0.15451,0.21180,0.16667,0.00000,0.80208,0.74652,0.00347,0.00347,0.79098,0.06561,11.35262
hist_gradient_topology_planner,contact_sensor_noise_burst,2,6,0.16667,0.78947,0.91968,0.53334,0.10382,0.45070,0.50000,0.11806,0.46944,0.42361,0.07986,0.01389,0.74284,0.10803,14.34504
